ID;Longitude;Latitude;kod.pocztowy;creationDate
602;51.097908;17.056067;50-420;24.09.2018
603;51.121693;17.030518;50-217;14.03.2019
604;51.122997;17.050385;50-315;22.01.2021
605;51.139640;17.021320;51-114;31.01.2017
606;51.127087;16.945704;54-320;27.12.2020
607;51.106510;17.043686;50-449;25.06.2018
608;51.100464;16.999264;53-441;09.04.2020
609;51.080640;17.049475;50-555;27.08.2018
610;51.122700;17.034897;50-254;16.12.2017
611;51.125668;16.973003;54-130;21.12.2019
612;51.142456;17.121525;51-314;15.02.2019
613;50.913260;15.749424;58-506;12.06.2019
614;51.098587;17.006199;53-428;20.02.2017
615;51.112244;16.960827;54-432;24.05.2017
616;51.136860;16.957916;54-136;30.05.2018
617;51.104520;17.010271;53-603;27.10.2019
618;51.072926;17.039560;50-571;07.09.2019
619;51.113888;17.104443;51-685;01.02.2019
620;51.078526;17.068687;50-513;18.10.2018
621;51.177746;17.006490;51-180;15.12.2019
622;51.202040;16.160450;59-220;13.05.2019
623;51.072950;16.994778;53-024;05.01.2020
624;51.109620;16.955507;54-432;11.07.2019
625;51.078487;16.957945;52-411;05.10.2018
626;51.099030;17.051323;50-437;07.06.2019
627;51.116467;17.051369;50-330;02.03.2017
628;51.124730;16.988150;54-203;27.07.2020
629;51.125477;16.993196;54-234;19.09.2018
630;51.099083;17.160807;51-518;28.11.2019
631;51.123890;17.055134;50-310;13.08.2019
632;51.092216;17.040504;50-519;25.05.2017
633;51.101177;17.040367;50-442;31.03.2021
634;51.118670;17.000917;53-615;08.02.2019
635;50.847610;16.492847;58-100;16.11.2019
636;51.058100;17.012358;53-033;18.04.2019
637;51.112540;16.959131;54-434;16.01.2021
638;51.109924;17.035980;50-148;26.10.2019
639;51.047974;17.003390;52-200;20.05.2019
640;51.206284;16.161339;59-220;16.01.2018
641;51.180440;16.999775;51-180;18.07.2018
642;51.093365;17.009533;53-411;24.02.2021
643;51.086857;17.012120;53-317;14.02.2017
644;50.757370;16.212790;58-370;08.10.2020
645;50.867280;16.315910;58-160;25.01.2018
646;51.092262;17.061047;50-424;28.06.2017
647;51.099660;17.000477;53-439;06.07.2019
648;51.113922;17.005650;53-672;27.10.2020
649;53.248627;19.408980;87-300;10.06.2018
650;53.257650;19.383800;87-300;10.10.2019
651;53.349174;18.421950;86-200;16.03.2019
652;52.657590;19.069132;87-800;16.09.2020
653;52.655870;19.073030;87-800;03.03.2020
654;52.651580;19.068718;87-800;07.02.2019
655;52.671413;19.033384;87-800;13.01.2021
656;53.451088;18.714289;86-300;30.12.2020
657;53.500830;18.758444;86-300;29.03.2017
658;53.479565;18.747580;86-300;04.04.2018
659;53.491270;18.750065;86-300;26.09.2017
660;53.487320;18.749908;86-300;14.03.2018
661;53.154926;18.102535;85-796;11.02.2020
662;52.654243;19.064333;87-800;31.10.2020
663;53.166240;18.161263;85-794;10.03.2021
664;52.665314;19.042913;87-800;18.09.2020
665;53.169120;18.164175;85-790;09.11.2019
666;53.129610;18.002264;85-011;21.07.2018
667;53.131530;17.997332;85-011;11.02.2018
668;53.106960;18.023682;85-858;24.06.2020
669;53.117550;17.990038;85-158;10.05.2019
670;53.120903;17.970562;85-319;10.11.2017
671;53.259666;19.396498;87-300;16.03.2019
672;53.257442;19.402042;87-300;21.03.2021
673;53.109318;17.986736;85-138;20.03.2018
674;53.112320;18.003244;85-124;05.12.2018
675;53.121750;17.999937;85-105;24.07.2017
676;53.129337;17.996960;85-024;20.03.2018
677;53.148773;18.129347;85-054;01.01.2019
678;53.116890;17.979694;85-309;02.01.2021
679;53.127880;17.984072;85-236;18.05.2020
680;53.119710;18.003914;85-116;13.04.2017
681;53.126106;17.985970;85-239;30.01.2017
682;53.160896;18.155724;85-703;13.07.2017
683;53.149853;18.155537;85-790;16.05.2019
684;53.108803;18.036860;85-868;21.06.2018
685;53.108627;18.046377;85-829;03.10.2019
686;53.123997;18.065695;85-739;13.01.2019
687;53.153477;18.123846;85-342;07.06.2019
688;53.120884;18.002030;85-111;19.07.2018
689;53.132442;18.010439;85-021;07.03.2020
690;53.150143;17.919909;85-433;19.03.2021
691;53.130680;18.000326;85-011;04.11.2018
692;53.154370;17.913450;85-338;26.07.2017
693;53.148900;18.124508;85-796;07.05.2020
694;53.151688;18.178501;85-790;19.09.2020
695;53.100296;18.040106;85-808;30.04.2020
696;53.128017;18.048738;85-707;30.04.2019
697;53.126000;18.048000;85-733;02.01.2019
698;53.157750;18.150888;85-791;01.11.2019
699;53.160614;18.165570;85-794;15.03.2018
700;53.128605;17.959929;85-347;15.04.2019
701;53.122063;17.991814;85-129;30.01.2018
702;52.642060;19.092587;87-800;29.05.2018
703;53.137770;18.020067;85-676;29.03.2018
704;53.116585;17.973736;85-304;28.03.2017
705;53.125240;18.054140;85-733;05.02.2018
706;53.131850;18.027704;85-667;21.02.2017
707;53.112335;17.977722;85-307;08.08.2018
708;53.131058;18.001240;85-038;26.03.2020
709;53.129868;18.042469;85-087;19.02.2019
710;53.118320;17.958939;85-323;12.05.2017
711;53.125492;18.003368;85-006;23.07.2017
712;53.127098;18.000544;85-010;22.10.2020
713;53.125250;18.041042;85-088;10.06.2017
714;53.158028;18.172235;85-790;09.02.2019
715;53.131420;17.994665;85-231;22.12.2018
716;53.128430;17.989035;85-235;12.07.2017
717;53.123226;18.009745;85-097;17.02.2020
718;53.130910;18.015678;85-072;28.02.2019
719;53.115017;17.975002;85-313;23.03.2019
720;53.114147;17.966011;85-314;18.12.2019
721;53.136420;17.960634;85-429;16.02.2019
722;53.132862;18.114637;85-766;10.02.2017
723;53.463234;18.777018;86-300;25.07.2018
724;53.476048;18.752575;86-300;15.01.2017
725;53.458990;18.731447;86-300;19.04.2018
726;53.493202;18.750553;86-300;17.05.2020
727;53.494865;18.753849;86-300;01.07.2020
728;52.652120;19.086338;87-800;28.06.2020
729;52.644680;19.037900;87-822;15.07.2017
730;52.654602;19.077580;87-800;08.04.2017
731;52.645695;19.096834;87-800;15.05.2018
732;52.648440;19.070610;87-800;04.10.2018
733;52.653652;19.064920;87-800;03.02.2017
734;53.129110;18.007223;85-006;16.02.2020
735;53.111477;17.980148;85-305;16.11.2017
736;53.158650;17.916256;85-435;13.01.2021
737;53.133522;17.993073;85-009;21.01.2017
738;53.136322;18.014070;85-022;09.10.2017
739;53.132637;18.037882;85-614;14.05.2020
740;53.162000;18.175000;85-793;02.11.2017
741;53.111940;17.996986;85-124;30.01.2019
742;53.116364;18.004295;85-113;25.02.2018
743;53.132930;18.008223;85-720;03.11.2019
744;53.133007;18.016039;85-064;18.11.2020
745;53.108017;18.049374;85-217;27.10.2018
746;53.132492;17.929136;85-391;09.11.2020
747;52.646656;19.091444;87-800;25.06.2020
748;52.645540;19.055838;87-800;14.03.2017
749;52.653934;19.066877;87-800;17.06.2017
750;52.658253;19.066841;87-800;12.09.2017
751;52.864365;17.945486;88-190;04.06.2018
752;52.853650;17.944786;88-190;03.03.2018
753;53.029760;18.016558;86-061;14.11.2018
754;53.351135;18.435898;86-200;27.05.2020
755;53.350613;18.432371;86-200;17.04.2020
756;53.349020;18.422932;86-200;12.11.2018
757;53.185970;18.610330;87-140;12.04.2018
758;53.181103;18.595070;87-140;26.03.2020
759;52.894540;18.408720;88-140;31.03.2018
760;52.753040;18.106503;88-160;28.08.2020
761;52.678510;18.337353;88-150;26.03.2017
762;52.655540;17.954273;88-300;14.04.2020
763;53.243416;17.606604;89-115;13.10.2017
764;53.137806;17.603548;89-100;26.12.2020
765;53.135845;17.594244;89-100;24.07.2019
766;53.148950;17.600813;89-100;22.06.2017
767;52.805763;18.090479;88-170;03.08.2017
768;53.062717;17.815485;89-200;05.07.2020
769;53.452430;17.532720;89-400;18.06.2019
770;52.629562;18.173840;88-320;22.01.2018
771;53.406334;18.427927;86-100;08.08.2020
772;53.410084;18.429789;86-100;23.05.2018
773;53.408916;18.448988;86-100;28.08.2020
774;53.588425;17.858324;89-500;14.10.2019
775;53.585373;17.862870;89-500;21.09.2017
776;53.280090;18.950571;87-200;26.02.2019
777;53.279980;18.946442;87-200;02.09.2019
778;52.847370;17.723806;88-400;25.04.2018
779;53.154670;17.917372;85-433;15.11.2017
780;53.135536;18.032564;85-605;16.01.2020
781;52.664913;19.037872;87-800;13.02.2020
782;53.123810;18.005905;85-067;03.05.2019
783;53.408047;18.452116;86-100;12.09.2018
784;52.640614;19.043440;87-800;19.07.2020
785;53.099415;17.918316;86-005;21.01.2020
786;52.873930;18.785223;87-720;30.08.2017
787;53.492720;18.749773;86-300;10.10.2017
788;52.784160;18.249340;88-100;17.05.2018
789;52.795800;18.262150;88-100;16.01.2017
790;52.795730;18.270918;88-100;13.02.2021
791;52.798584;18.244751;88-100;13.10.2020
792;52.800877;18.266502;88-100;20.01.2017
793;52.793903;18.265467;88-100;10.01.2017
794;52.794895;18.260468;88-100;31.05.2019
795;52.790512;18.271296;88-100;16.04.2018
796;52.806725;18.269873;88-100;28.04.2019
797;52.780920;18.252699;88-100;25.11.2019
798;53.182660;18.033564;86-032;18.04.2017
799;53.011486;18.604370;87-100;20.01.2021
800;53.042458;18.581125;87-100;05.05.2020
801;53.024130;18.611150;87-100;17.10.2017
802;53.012672;18.611376;87-100;14.09.2020
803;53.021473;18.596952;87-100;25.06.2020
804;53.025486;18.590916;87-100;21.07.2017
805;53.008880;18.585327;87-100;26.08.2020
806;53.033720;18.593992;87-100;04.05.2017
807;53.027138;18.697320;87-100;31.10.2017
808;53.015198;18.569720;87-100;23.02.2017
809;53.018200;18.640606;87-100;12.12.2019
810;53.006660;18.695618;87-100;06.08.2020
811;53.011120;18.605814;87-100;02.12.2019
812;52.991577;18.595312;87-100;28.11.2017
813;53.011980;18.576683;87-100;09.11.2018
814;53.016800;18.630548;87-100;20.07.2020
815;53.129784;17.975594;85-239;09.06.2019
816;53.106445;18.028399;85-858;06.01.2021
817;53.023518;18.618584;87-100;20.12.2017
818;53.025307;18.673132;87-100;06.04.2018
819;53.026710;18.656424;87-100;23.03.2020
820;53.099445;18.035254;85-861;10.02.2019
821;53.021275;18.583920;87-100;08.08.2020
822;52.667015;19.039787;87-800;25.02.2020
823;53.011906;18.585396;87-100;17.12.2020
824;53.134857;17.992226;85-082;29.09.2018
825;53.121407;17.997147;85-034;03.07.2020
826;53.108013;18.051888;85-806;11.08.2018
827;52.844990;18.333488;88-140;11.04.2019
828;52.753990;18.110817;88-160;30.01.2021
829;52.747740;18.116007;88-160;06.11.2020
830;53.131020;18.008654;85-005;28.06.2020
831;53.025715;18.661514;87-100;31.12.2019
832;53.140640;17.580376;89-100;04.07.2019
833;53.133118;17.969246;85-241;01.09.2019
834;53.487890;17.809755;89-520;14.01.2017
835;53.135000;18.000000;85-042;27.03.2021
836;52.981520;18.573400;87-100;06.09.2019
837;53.127644;18.005524;85-005;20.02.2020
838;53.018112;18.579899;87-100;08.04.2020
839;53.122665;18.000826;85-110;11.09.2020
840;53.252712;19.399510;87-300;03.11.2020
841;52.779920;18.242325;88-100;31.05.2020
842;52.876503;18.697788;87-700;24.11.2018
843;53.129757;18.003733;85-046;04.07.2018
844;53.462357;18.769756;86-302;23.11.2020
845;53.138386;18.016518;85-674;22.12.2020
846;52.867300;19.341740;87-630;28.10.2017
847;52.876247;18.692642;87-700;31.12.2017
848;53.008144;17.734098;89-200;11.04.2018
849;53.489857;18.751911;86-300;13.07.2017
850;53.124924;17.946154;85-357;24.02.2019
851;52.782673;18.243929;88-100;17.02.2019
852;53.350113;17.487291;89-410;10.08.2017
853;52.652054;19.070510;87-800;05.03.2020
854;53.009968;18.602350;87-100;09.10.2018
855;52.850380;17.716880;88-400;20.12.2020
856;53.136375;17.598484;89-100;16.05.2018
857;53.062553;17.818504;89-203;16.02.2017
858;52.655334;19.070310;87-800;24.10.2018
859;52.796950;18.255930;88-100;02.12.2020
860;52.800200;18.269394;88-100;24.06.2020
861;53.064636;19.409622;87-500;13.04.2018
862;52.653000;19.062094;87-800;03.02.2021
863;53.255424;19.403397;87-300;02.12.2017
864;53.143970;17.949133;85-467;23.07.2019
865;53.022360;18.674305;87-100;03.09.2017
866;52.795982;18.258625;88-100;19.10.2020
867;52.796154;18.276718;88-100;16.06.2020
868;52.793884;18.260452;88-100;02.01.2019
869;52.792953;18.260698;88-100;05.02.2020
870;52.777470;18.243101;88-100;08.01.2018
871;52.773384;18.247234;88-100;25.06.2018
872;52.849380;19.175810;87-600;05.05.2019
873;52.982533;18.685010;87-100;05.08.2019
874;53.011707;18.608452;87-100;21.11.2017
875;53.022366;18.601713;87-100;17.12.2018
876;53.017357;18.620028;87-100;26.04.2018
877;53.030693;18.590397;87-100;19.09.2018
878;53.050083;18.583100;87-100;05.03.2018
879;53.023376;18.650310;87-100;12.09.2018
880;53.016907;18.603817;87-100;21.10.2019
881;53.026905;18.682476;87-100;16.11.2017
882;53.013725;18.577640;87-100;27.06.2020
883;53.121464;18.031942;85-096;19.07.2019
884;52.799725;18.255274;88-100;27.11.2019
885;53.011760;18.610212;87-100;28.12.2019
886;52.656070;19.051895;87-800;22.02.2018
887;53.133530;18.004139;85-039;27.10.2020
888;52.613754;19.023165;87-800;05.01.2020
889;52.646313;19.074472;87-800;02.06.2019
890;53.124233;18.020144;85-092;02.01.2017
891;52.849064;17.721125;88-400;02.02.2020
892;53.047417;18.603008;87-100;02.11.2020
893;52.650234;19.054867;87-800;26.06.2018
894;52.626762;18.530327;88-200;03.03.2019
895;53.184757;18.606632;87-140;28.02.2021
896;53.154545;18.898018;87-410;17.11.2017
897;53.189987;18.070936;86-031;19.06.2018
898;53.011215;18.609377;87-100;31.05.2019
899;53.032066;18.598100;87-100;30.12.2019
900;53.146010;18.160616;85-790;07.10.2019
901;52.880170;18.791567;87-720;11.08.2020
902;53.111130;17.983992;85-137;25.05.2019
903;53.121197;17.992912;85-130;25.01.2017
904;53.011970;18.580340;87-100;06.11.2020
905;52.845900;19.179125;87-600;14.03.2021
906;53.275387;18.946272;87-200;05.08.2019
907;53.022700;18.682062;87-100;16.09.2017
908;53.010567;17.737170;89-200;10.08.2017
909;53.480286;18.753300;86-300;08.07.2020
910;52.890884;18.408297;88-140;09.04.2020
911;53.109170;18.030106;85-858;15.12.2020
912;52.675390;18.320772;88-150;14.03.2021
913;52.672240;19.068240;87-800;26.12.2020
914;53.017414;18.620720;87-100;30.01.2020
915;53.015007;18.629753;87-100;24.03.2017
916;52.877724;18.788120;87-720;27.07.2017
917;52.792706;18.251131;88-110;05.09.2017
918;52.643063;19.052383;87-800;15.06.2020
919;53.309870;17.942223;86-010;14.10.2020
920;53.452960;17.540604;89-400;02.06.2020
921;53.244480;19.406767;87-300;16.10.2020
922;52.652927;19.067170;87-800;07.04.2017
923;53.127243;18.009455;85-008;08.04.2017
924;52.847500;17.732124;88-402;15.02.2021
925;52.641240;19.052052;87-800;04.12.2020
926;52.774470;18.252745;88-100;22.01.2018
927;52.799980;18.246962;88-100;17.02.2020
928;52.773376;18.241410;88-100;07.05.2017
929;53.010525;18.607870;87-100;07.02.2019
930;53.109260;17.999874;85-154;13.09.2017
931;53.122967;17.961098;85-338;31.10.2018
932;52.890144;18.402594;88-140;07.06.2018
933;53.029907;18.651535;87-100;19.08.2020
934;53.586100;17.869793;89-500;27.08.2020
935;53.350536;18.428062;86-200;14.10.2017
936;52.663387;19.060905;87-800;12.03.2021
937;52.786170;18.248169;88-100;25.01.2017
938;53.141250;18.026838;85-605;23.11.2017
939;52.647774;19.071974;87-800;04.11.2017
940;53.126680;18.036253;85-088;14.07.2020
941;52.637432;19.048046;87-800;18.06.2017
942;52.995026;18.618372;87-100;14.10.2018
943;53.533264;17.518812;89-430;09.07.2017
944;52.790737;18.279192;88-100;18.01.2019
945;53.455880;17.539177;89-400;27.09.2019
946;53.159252;18.174470;85-790;09.03.2021
947;51.225650;22.484589;20-583;01.12.2020
948;51.236640;22.526997;20-631;28.11.2020
949;51.255093;22.562426;20-064;15.03.2020
950;51.232330;22.569374;20-408;28.09.2018
951;50.711197;23.271374;22-400;27.03.2020
952;51.566720;21.827500;08-530;25.05.2020
953;51.210400;22.695461;21-040;04.01.2020
954;51.274280;22.666214;20-258;20.11.2017
955;51.550410;23.546366;22-200;08.02.2019
956;51.544550;23.554888;22-200;22.04.2020
957;50.735115;23.251434;22-400;01.03.2019
958;50.728450;23.247505;22-400;08.05.2018
959;50.729477;23.251015;22-400;28.10.2017
960;49.714050;20.640419;33-312;29.03.2021
961;51.134136;23.469194;22-100;19.05.2020
962;51.131330;23.472004;22-100;31.08.2020
963;51.124420;23.465061;22-100;08.04.2018
964;50.926224;22.226912;23-200;20.05.2020
965;51.242947;22.596722;20-217;24.07.2020
966;51.234615;22.593254;20-337;26.01.2020
967;51.250820;22.560743;20-080;24.10.2019
968;51.263607;22.545948;20-843;20.08.2019
969;51.248000;22.537000;20-045;09.04.2020
970;51.229190;22.572506;20-412;15.11.2018
971;51.241093;22.569456;20-102;07.02.2017
972;51.265728;22.519930;20-819;06.03.2018
973;51.236100;22.504408;20-554;27.06.2019
974;51.247080;22.542698;20-033;14.07.2018
975;50.923000;22.226000;23-200;03.05.2019
976;50.921740;22.221746;23-200;26.03.2017
977;50.963005;22.171862;23-204;21.03.2021
978;51.471878;22.606562;21-100;26.05.2020
979;51.240580;22.556623;20-011;27.02.2018
980;51.249622;22.558195;20-078;15.08.2019
981;51.223103;22.520372;20-576;22.01.2018
982;51.246680;22.565105;20-109;24.12.2020
983;51.223824;22.496190;20-582;02.03.2021
984;51.250168;22.565777;20-082;26.01.2019
985;51.248680;22.554490;20-075;06.03.2018
986;51.258102;22.573599;20-126;10.06.2019
987;51.233620;22.570972;20-409;09.04.2018
988;51.239190;22.544489;20-616;26.06.2018
989;51.245953;22.550173;20-029;08.12.2018
990;51.251568;22.527918;20-814;15.08.2020
991;51.261116;22.554478;20-880;19.03.2020
992;51.275270;22.574250;20-147;14.12.2017
993;51.208770;22.582275;20-454;16.09.2020
994;51.214573;22.572258;20-465;19.10.2019
995;51.245667;22.559952;20-004;26.11.2018
996;51.226140;22.572980;20-422;23.03.2020
997;51.229687;22.593140;20-357;04.10.2019
998;51.256720;22.557482;20-883;21.04.2017
999;51.210350;22.542107;20-487;22.01.2018
1000;51.235860;22.499779;20-554;13.11.2018
1001;51.244858;22.558447;20-016;19.10.2018
1002;51.213165;22.583364;20-451;26.12.2020
1003;51.237000;22.571000;20-410;26.07.2017
1004;51.228527;22.526926;20-530;24.10.2018
1005;51.210000;22.544000;20-470;30.06.2018
1006;51.222565;22.507565;20-573;29.09.2019
1007;51.230710;22.520706;20-537;07.09.2018
1008;51.237000;22.548000;20-618;04.08.2017
1009;51.250294;22.567100;20-116;23.10.2020
1010;51.230130;22.515670;20-538;16.01.2019
1011;51.246150;22.553736;20-026;10.06.2020
1012;51.256435;22.602575;20-207;20.08.2017
1013;51.255592;22.517126;20-808;04.12.2020
1014;51.234684;22.488577;20-717;06.03.2019
1015;51.240150;22.549164;20-612;06.01.2017
1016;51.932095;22.378788;21-400;29.08.2018
1017;51.634190;22.888031;21-200;14.11.2020
1018;51.421448;21.961248;24-100;12.02.2020
1019;51.423885;21.984446;24-100;10.04.2019
1020;51.417340;21.980278;24-100;07.02.2020
1021;51.226704;22.554123;20-401;05.03.2018
1022;51.262783;22.563532;20-093;12.01.2019
1023;51.418810;21.957104;24-100;31.08.2020
1024;51.219230;22.714666;21-040;10.10.2017
1025;50.718450;23.254370;22-400;11.04.2018
1026;51.264320;22.562595;20-093;24.09.2018
1027;51.261795;22.596410;20-250;27.03.2021
1028;51.240250;22.526695;20-607;24.07.2020
1029;51.254600;22.532845;20-052;23.05.2020
1030;51.231743;22.591896;20-338;31.08.2017
1031;51.248080;22.552067;20-076;27.09.2017
1032;51.259003;22.570270;20-092;14.09.2020
1033;51.300133;22.891176;21-010;14.07.2017
1034;51.414032;21.990772;24-100;20.08.2018
1035;51.417700;21.968746;24-100;09.10.2019
1036;51.415620;21.970058;24-100;04.08.2018
1037;51.214725;22.702042;21-040;18.03.2020
1038;51.219260;22.703842;21-040;03.07.2017
1039;50.448277;23.416279;22-600;24.06.2018
1040;51.246555;22.562145;20-009;13.12.2019
1041;50.538254;22.723719;23-400;04.02.2021
1042;50.526860;22.713705;23-400;21.03.2021
1043;51.134100;23.475023;22-100;08.08.2019
1044;51.566544;21.877892;08-530;12.07.2020
1045;50.704834;22.414030;23-300;02.02.2021
1046;50.962715;22.163363;23-200;12.02.2017
1047;50.959255;22.153864;23-200;03.09.2019
1048;51.451687;22.616121;21-100;03.01.2018
1049;51.219646;22.635187;20-281;25.12.2017
1050;51.243843;22.555065;20-022;20.07.2019
1051;51.228130;22.582434;20-353;21.06.2017
1052;51.251747;22.517952;20-802;28.12.2017
1053;51.248474;22.598600;20-214;30.11.2018
1054;51.231644;22.480738;20-780;08.06.2020
1055;51.267853;22.510933;20-827;14.02.2019
1056;51.226826;22.518747;20-570;02.12.2018
1057;51.275135;22.546380;20-857;27.11.2020
1058;51.238106;22.523859;20-632;29.09.2020
1059;51.254060;22.569350;20-094;07.03.2020
1060;51.234825;22.510523;20-552;06.05.2017
1061;51.249794;22.563135;20-081;27.02.2017
1062;51.273342;22.555040;20-861;23.08.2019
1063;51.211426;22.544409;20-470;03.09.2018
1064;51.200000;22.543000;20-492;28.06.2019
1065;51.255608;22.532074;20-822;25.07.2020
1066;51.248190;22.553009;20-077;08.07.2019
1067;51.233154;22.596413;20-321;12.10.2018
1068;51.231213;22.538658;20-501;01.09.2020
1069;51.147575;21.969795;24-300;01.01.2019
1070;51.137375;22.855118;21-050;15.07.2017
1071;51.421116;21.976757;24-100;06.03.2021
1072;51.413807;21.977135;24-100;27.08.2019
